envId,formationType,timeStep,receiverId,sigma_rssi_bar,sigma_gps_bar,snr_bar,plr_bar,relative_speed_bar,relative_height_bar,trusted_count,trust_bar,theta,benign_exceedance_rate,mean_delta_d,max_delta_d,num_links
0,0,4,11,148.632860971334,148.632860971334,100.0,0.0117614791510296,0.750451134318181,5.06013096982682,16,0.999999999999999,10,0.0,1.2200766712722771e-14,3.5527136788004997e-14,19
0,0,4,12,131.042711187287,131.042711187287,100.0,0.0112627997543598,0.897898254409237,4.27169456937215,16,0.999999999999999,10,0.0,1.1686558153949014e-14,5.6843418860808e-14,19
0,0,4,13,138.112202361706,138.112202361706,100.0,0.0114700506869246,1.04971279629111,3.60396079202155,16,0.999999999999999,10,0.0,1.3556407458580856e-14,4.9737991503207e-14,19
0,0,4,14,171.388838314273,171.388838314274,100.0,0.0124618694011494,1.11745620154029,3.34207097558651,16,0.999999999999999,10,0.0,1.444458587828098e-14,5.6843418860808e-14,19
0,0,4,15,227.926547303049,227.926547303049,100.0,0.0142481289758938,1.03909060358336,3.55951302191574,16,0.999999999999999,10,0.0,1.4912048204438943e-14,7.105427357600999e-14,19
0,0,4,16,300.249666776783,300.249666776783,100.0,0.0167616454175046,0.884351610353071,4.23191404443559,16,0.999999999999998,10,0.0,1.9680163931250138e-14,7.105427357600999e-14,19
0,0,4,17,378.170792703823,378.170792703822,100.0,0.0198965156389068,0.740672942563298,4.90173011252686,16,0.999999999999998,10,0.0,2.477550328637191e-14,8.5265128291212e-14,19
0,0,4,18,450.347905235396,450.347905235396,100.0,0.0235680955820779,0.671370743245937,5.00222343092637,16,0.999999999999998,10,0.0,2.0194372490023897e-14,8.5265128291212e-14,19
0,0,4,19,503.906071301597,503.906071301596,100.0,0.0277555001612796,0.699232382018249,4.44136450900759,16,0.999999999999998,10,0.0,2.7907500871630246e-14,8.5265128291212e-14,19
0,0,4,20,522.925302439692,522.925302439691,100.0,0.032497786049679,0.811327771585878,3.70139402465504,16,0.999999999999998,10,0.0,2.206422179465574e-14,7.105427357600999e-14,19
0,0,5,1,521.200122615327,521.200122615327,100.0,0.0497216647946999,0.644785415851896,3.15818489523153,16,0.999999999999997,10,0.0,2.4541772123292928e-14,8.5265128291212e-14,19
0,0,5,2,501.471209701201,501.471209701201,100.0,0.0439281379861588,0.644785415851896,4.85901690163657,16,0.999999999999998,10,0.0,1.9306194070323768e-14,5.6843418860808e-14,19
0,0,5,3,501.751140810616,501.751140810616,100.0,0.0380489427033406,0.714088807304787,4.27463393628781,16,0.999999999999998,10,0.0,1.9165955372476382e-14,7.105427357600999e-14,19
0,0,5,4,506.074432321267,506.074432321268,100.0,0.0325301329675601,0.841132620796495,3.5842625568874,16,0.999999999999998,10,0.0,1.5473002995828492e-14,8.5265128291212e-14,19
0,0,5,5,490.884981951724,490.884981951724,100.0,0.0275476789041752,0.964994263948237,3.27517907140703,16,0.999999999999998,10,0.0,1.5099033134902123e-14,6.3948846218409e-14,19
